year,age,sex,pops
78,35,men,450600
78,35,women,429496
78,36,men,452022
78,36,women,430853
78,37,men,452849
78,37,women,431763
78,38,men,452853
78,38,women,431964
78,39,men,452172
78,39,women,431590
78,40,men,451166
78,40,women,431045
78,41,men,449910
78,41,women,430346
78,42,men,448592
78,42,women,429540
78,43,men,447806
78,43,women,429208
78,44,men,447489
78,44,women,429322
78,45,men,447189
78,45,women,429395
78,46,men,446814
78,46,women,429352
78,47,men,446324
78,47,women,429232
78,48,men,445849
78,48,women,429118
78,49,men,445318
78,49,women,428948
78,50,men,444730
78,50,women,428688
78,51,men,443758
78,51,women,428062
78,52,men,442241
78,52,women,426870
78,53,men,440220
78,53,women,425203
78,54,men,436340
78,54,women,421744
78,55,men,413984
78,55,women,400408
78,56,men,425166
78,56,women,411580
78,57,men,417684
78,57,women,405134
78,58,men,425386
78,58,women,413482
78,59,men,427262
78,59,women,415264
78,60,men,427762
78,60,women,417166
78,61,men,431796
78,61,women,421904
78,62,men,437442
78,62,women,427614
78,63,men,430784
78,63,women,422608
78,64,men,428822
78,64,women,422182
78,65,men,433494
78,65,women,426405
78,66,men,437525
78,66,women,432670
78,67,men,434514
78,67,women,429654
78,68,men,425636
78,68,women,423013
78,69,men,418659
78,69,women,417564
78,70,men,417140
78,70,women,417764
78,71,men,401754
78,71,women,403085
78,72,men,391483
78,72,women,394498
78,73,men,387582
78,73,women,390797
78,74,men,382194
78,74,women,386884
78,75,men,370798
78,75,women,379296
78,76,men,357672
78,76,women,375556
78,77,men,345792
78,77,women,369374
78,78,men,337144
78,78,women,364512
78,79,men,331189
78,79,women,364488
78,80,men,318046
78,80,women,355815
78,81,men,308564
78,81,women,351173
78,82,men,292089
78,82,women,337782
78,83,men,280642
78,83,women,331348
78,84,men,270224
78,84,women,325021
78,85,men,253052
78,85,women,309741
78,86,men,240977
78,86,women,300244
78,87,men,225076
78,87,women,284886
78,88,men,204924
78,88,women,265761
78,89,men,184160
78,89,women,244116
78,90,men,166456
78,90,women,226456
78,91,men,143990
78,91,women,200705
78,92,men,125241
78,92,women,176660
78,93,men,107119
78,93,women,154228
78,94,men,87189
78,94,women,128986
78,95,men,71582
78,95,women,108739
78,96,men,57145
78,96,women,88864
78,97,men,44741
78,97,women,72013
78,98,men,33797
78,98,women,55955
78,99,men,63049
78,99,women,113406
79,30,men,429454
79,30,women,409348
79,31,men,435334
79,31,women,415054
79,32,men,440456
79,32,women,419930
79,33,men,444678
79,33,women,423959
79,34,men,448530
79,34,women,427579
79,35,men,451333
79,35,women,430178
79,36,men,452940
79,36,women,431725
79,37,men,453904
79,37,women,432754
79,38,men,454322
79,38,women,433348
79,39,men,454027
79,39,women,433342
79,40,men,453063
79,40,women,432828
79,41,men,451787
79,41,women,432122
79,42,men,450356
79,42,women,431198
79,43,men,448898
79,43,women,430218
79,44,men,447977
79,44,women,429760
79,45,men,447528
79,45,women,429692
79,46,men,447137
79,46,women,429634
79,47,men,446675
79,47,women,429532
79,48,men,446090
79,48,women,429306
79,49,men,445529
79,49,women,429096
79,50,men,444920
79,50,women,428832
79,51,men,444216
79,51,women,428448
79,52,men,443119
79,52,women,427688
79,53,men,441478
79,53,women,426400
79,54,men,439320
79,54,women,424612
79,55,men,435306
79,55,women,421050
79,56,men,412880
79,56,women,399692
79,57,men,423918
79,57,women,410757
79,58,men,416336
79,58,women,404272
79,59,men,423890
79,59,women,412530
79,60,men,425621
79,60,women,414199
79,61,men,425941
79,61,women,416008
79,62,men,429790
79,62,women,420622
79,63,men,435239
79,63,women,426206
79,64,men,428400
79,64,women,421124
79,65,men,426222
79,65,women,420592
79,66,men,430640
79,66,women,424688
79,67,men,434420
79,67,women,430796
79,68,men,431206
79,68,women,427614
79,69,men,422134
79,69,women,420792
79,70,men,414888
79,70,women,415144
79,71,men,413015
79,71,women,415074
79,72,men,397395
79,72,women,400192
79,73,men,386796
79,73,women,391326
79,74,men,382418
79,74,women,387292
79,75,men,376533
79,75,women,383020
79,76,men,364694
79,76,women,375030
79,77,men,351124
79,77,women,370792
79,78,men,338732
79,78,women,364088
79,79,men,329444
79,79,women,358614
79,80,men,322726
79,80,women,357793
79,81,men,308920
79,81,women,348368
79,82,men,298586
79,82,women,342790
79,83,men,281400
79,83,women,328554
79,84,men,269002
79,84,women,320949
79,85,men,257510
79,85,women,313290
79,86,men,239580
79,86,women,296910
79,87,men,226503
79,87,women,286004
79,88,men,209851
79,88,women,269435
79,89,men,189370
79,89,women,249346
79,90,men,168512
79,90,women,226998
79,91,men,150470
79,91,women,208249
79,92,men,128232
79,92,women,182072
79,93,men,109644
79,93,women,157787
79,94,men,91960
79,94,women,135343
79,95,men,73202
79,95,women,110961
79,96,men,58603
79,96,women,91429
79,97,men,45474
79,97,women,72761
79,98,men,34480
79,98,women,57190
79,99,men,66921
79,99,women,120254
80,30,men,428406
80,30,women,408340
80,31,men,434294
80,31,women,414048
80,32,men,439542
80,32,women,419050
80,33,men,443889
80,33,women,423203
80,34,men,447874
80,34,women,426946
80,35,men,451396
80,35,women,430225
80,36,men,453676
80,36,women,432408
80,37,men,454826
80,37,women,433627
80,38,men,455380
80,38,women,434342
80,39,men,455498
80,39,women,434726
80,40,men,454920
80,40,women,434580
80,41,men,453686
80,41,women,433906
80,42,men,452236
80,42,women,432974
80,43,men,450666
80,43,women,431876
80,44,men,449073
80,44,women,430772
80,45,men,448022
80,45,women,430134
80,46,men,447481
80,46,women,429933
80,47,men,447004
80,47,women,429817
80,48,men,446449
80,48,women,429610
80,49,men,445778
80,49,women,429288
80,50,men,445139
80,50,women,428984
80,51,men,444414
80,51,women,428596
80,52,men,443584
80,52,women,428079
80,53,men,442364
80,53,women,427222
80,54,men,440586
80,54,women,425812
80,55,men,438289
80,55,women,423918
80,56,men,434164
80,56,women,420310
80,57,men,411681
80,57,women,398900
80,58,men,422568
80,58,women,409896
80,59,men,414892
80,59,women,403356
80,60,men,422284
80,60,women,411490
80,61,men,423832
80,61,women,413066
80,62,men,423986
80,62,women,414761
80,63,men,427651
80,63,women,419253
80,64,men,432858
80,64,women,424726
80,65,men,425834
80,65,women,419558
80,66,men,423448
80,66,women,418922
80,67,men,427620
80,67,women,422872
80,68,men,431150
80,68,women,428774
80,69,men,427697
80,69,women,425394
80,70,men,418376
80,70,women,418383
80,71,men,410831
80,71,women,412502
80,72,men,408586
80,72,women,412128
80,73,men,392694
80,73,women,397012
80,74,men,381704
80,74,women,387859
80,75,men,376822
80,75,women,383472
80,76,men,370408
80,76,women,378763
80,77,men,358095
80,77,women,370332
80,78,men,344040
80,78,women,365548
80,79,men,331088
80,79,women,358267
80,80,men,321125
80,80,women,352106
80,81,men,313575
80,81,women,350393
80,82,men,299050
80,82,women,340152
80,83,men,287789
80,83,women,333536
80,84,men,269866
80,84,women,318364
80,85,men,256494
80,85,women,309502
80,86,men,243959
80,86,women,300464
80,87,men,225358
80,87,women,282992
80,88,men,211358
80,88,women,270672
80,89,men,194107
80,89,women,252985
80,90,men,173463
80,90,women,232062
80,91,men,152508
80,91,women,208952
80,92,men,134175
80,92,women,189120
80,93,men,112419
80,93,women,162813
80,94,men,94269
80,94,women,138645
80,95,men,77333
80,95,women,116592
80,96,men,60034
80,96,women,93437
80,97,men,46721
80,97,women,74982
80,98,men,35114
80,98,women,57884
80,99,men,70223
80,99,women,126289
81,30,men,427443
81,30,women,407420
81,31,men,433248
81,31,women,413044
81,32,men,438504
81,32,women,418048
81,33,men,442976
81,33,women,422326
81,34,men,447088
81,34,women,426192
81,35,men,450744
81,35,women,429594
81,36,men,453740
81,36,women,432456
81,37,men,455564
81,37,women,434312
81,38,men,456304
81,38,women,435216
81,39,men,456558
81,39,women,435722
81,40,men,456394
81,40,women,435966
81,41,men,455546
81,41,women,435658
81,42,men,454137
81,42,women,434760
81,43,men,452549
81,43,women,433654
81,44,men,450845
81,44,women,432431
81,45,men,449122
81,45,women,431148
81,46,men,447981
81,46,women,430379
81,47,men,447356
81,47,women,430120
81,48,men,446785
81,48,women,429899
81,49,men,446144
81,49,women,429597
81,50,men,445396
81,50,women,429181
81,51,men,444643
81,51,women,428754
81,52,men,443792
81,52,women,428232
81,53,men,442837
81,53,women,427618
81,54,men,441480
81,54,women,426640
81,55,men,439563
81,55,women,425122
81,56,men,437148
81,56,women,423178
81,57,men,432922
81,57,women,419492
81,58,men,410382
81,58,women,398072
81,59,men,421119
81,59,women,408981
81,60,men,413340
81,60,women,402356
81,61,men,420534
81,61,women,410382
81,62,men,421913
81,62,women,411846
81,63,men,421902
81,63,women,413428
81,64,men,425337
81,64,women,417815
81,65,men,430294
81,65,women,423165
81,66,men,423096
81,66,women,417914
81,67,men,420514
81,67,women,417156
81,68,men,424441
81,68,women,420914
81,69,men,427683
81,69,women,426574
81,70,men,423936
81,70,women,422987
81,71,men,414334
81,71,women,415752
81,72,men,406476
81,72,women,409612
81,73,men,403808
81,73,women,408893
81,74,men,387585
81,74,women,393536
81,75,men,376184
81,75,women,384080
81,76,men,370765
81,76,women,379262
81,77,men,363786
81,77,women,374074
81,78,men,350956
81,78,women,365160
81,79,men,336368
81,79,women,359775
81,80,men,322827
81,80,women,351844
81,81,men,312128
81,81,women,344911
81,82,men,303674
81,82,women,342226
81,83,men,288362
81,83,women,331078
81,84,men,276132
81,84,women,323314
81,85,men,257465
81,85,women,307142
81,86,men,243154
81,86,women,296980
81,87,men,229645
81,87,women,286544
81,88,men,210464
81,88,women,267998
81,89,men,195684
81,89,women,254340
81,90,men,177990
81,90,women,235654
81,91,men,157172
81,91,women,213820
81,92,men,136165
81,92,women,189961
81,93,men,117791
81,93,women,169314
81,94,men,96800
81,94,women,143244
81,95,men,79402
81,95,women,119602
81,96,men,63531
81,96,women,98325
81,97,men,47949
81,97,women,76752
81,98,men,36146
81,98,women,59753
81,99,men,73039
81,99,women,131223
82,30,men,426594
82,30,women,406602
82,31,men,432287
82,31,women,412126
82,32,men,437460
82,32,women,417048
82,33,men,441943
82,33,women,421326
82,34,men,446180
82,34,women,425316
82,35,men,449962
82,35,women,428842
82,36,men,453092
82,36,women,431828
82,37,men,455631
82,37,women,434362
82,38,men,457044
82,38,women,435902
82,39,men,457486
82,39,women,436598
82,40,men,457456
82,40,women,436964
82,41,men,457022
82,41,women,437046
82,42,men,456000
82,42,women,436514
82,43,men,454452
82,43,women,435441
82,44,men,452730
82,44,women,434210
82,45,men,450898
82,45,women,432809
82,46,men,449086
82,46,women,431396
82,47,men,447861
82,47,women,430570
82,48,men,447144
82,48,women,430206
82,49,men,446488
82,49,women,429890
82,50,men,445769
82,50,women,429495
82,51,men,444908
82,51,women,428958
82,52,men,444030
82,52,women,428396
82,53,men,443056
82,53,women,427776
82,54,men,441962
82,54,women,427040
82,55,men,440466
82,55,women,425955
82,56,men,438430
82,56,women,424387
82,57,men,435910
82,57,women,422360
82,58,men,431579
82,58,women,418636
82,59,men,408992
82,59,women,397193
82,60,men,419564
82,60,women,407980
82,61,men,411648
82,61,women,401291
82,62,men,418655
82,62,women,409188
82,63,men,419866
82,63,women,410542
82,64,men,419648
82,64,women,412030
82,65,men,422847
82,65,women,416299
82,66,men,427559
82,66,women,421526
82,67,men,420199
82,67,women,416176
82,68,men,417426
82,68,women,415250
82,69,men,421070
82,69,women,418784
82,70,men,423964
82,70,women,424188
82,71,men,419888
82,71,women,420358
82,72,men,409996
82,72,women,412874
82,73,men,401780
82,73,women,406434
82,74,men,398616
82,74,women,405354
82,75,men,382047
82,75,women,389746
82,76,men,370209
82,76,women,379915
82,77,men,364215
82,77,women,374624
82,78,men,356619
82,78,women,368912
82,79,men,343222
82,79,women,359462
82,80,men,328075
82,80,women,353402
82,81,men,313888
82,81,women,344740
82,82,men,302390
82,82,women,336969
82,83,men,292950
82,83,women,333206
82,84,men,276818
82,84,women,321052
82,85,men,263590
82,85,women,312053
82,86,men,244230
82,86,women,294862
82,87,men,229054
82,87,women,283384
82,88,men,214644
82,88,women,271540
82,89,men,195037
82,89,women,252014
82,90,men,179622
82,90,women,237117
82,91,men,161460
82,91,women,217337
82,92,men,140505
82,92,women,194591
82,93,men,119701
82,93,women,170264
82,94,men,101575
82,94,women,149152
82,95,men,81664
82,95,women,123738
82,96,men,65342
82,96,women,101013
82,97,men,50835
82,97,women,80895
82,98,men,37168
82,98,women,61267
82,99,men,75797
82,99,women,136210
83,30,men,425788
83,30,women,405835
83,31,men,431440
83,31,women,411312
83,32,men,436502
83,32,women,416132
83,33,men,440902
83,33,women,420328
83,34,men,445150
83,34,women,424320
83,35,men,449056
83,35,women,427970
83,36,men,452314
83,36,women,431080
83,37,men,454986
83,37,women,433735
83,38,men,457114
83,38,women,435952
83,39,men,458230
83,39,women,437284
83,40,men,458388
83,40,women,437840
83,41,men,458087
83,41,women,438046
83,42,men,457478
83,42,women,437902
83,43,men,456317
83,43,women,437196
83,44,men,454636
83,44,women,435998
83,45,men,452786
83,45,women,434588
83,46,men,450866
83,46,women,433058
83,47,men,448972
83,47,women,431590
83,48,men,447656
83,48,women,430660
83,49,men,446854
83,49,women,430201
83,50,men,446122
83,50,women,429791
83,51,men,445290
83,51,women,429276
83,52,men,444304
83,52,women,428607
83,53,men,443303
83,53,women,427947
83,54,men,442192
83,54,women,427205
83,55,men,440958
83,55,women,426362
83,56,men,439344
83,56,women,425226
83,57,men,437202
83,57,women,423575
83,58,men,434571
83,58,women,421504
83,59,men,430140
83,59,women,417726
83,60,men,407500
83,60,women,396232
83,61,men,417870
83,61,women,406915
83,62,men,409834
83,62,women,400142
83,63,men,416652
83,63,women,407910
83,64,men,417652
83,64,women,409174
83,65,men,417223
83,65,women,410555
83,66,men,420190
83,66,women,414708
83,67,men,424666
83,67,women,419794
83,68,men,417151
83,68,women,414299
83,69,men,414152
83,69,women,413176
83,70,men,417452
83,70,women,416472
83,71,men,419963
83,71,women,421582
83,72,men,415542
83,72,women,417482
83,73,men,405315
83,73,women,409709
83,74,men,396676
83,74,women,402960
83,75,men,392987
83,75,women,401496
83,76,men,376050
83,76,women,385570
83,77,men,363748
83,77,women,375326
83,78,men,357128
83,78,women,369517
83,79,men,348855
83,79,women,363225
83,80,men,334860
83,80,women,353172
83,81,men,319099
83,81,women,346352
83,82,men,304210
83,82,women,336896
83,83,men,291837
83,83,women,328194
83,84,men,281360
83,84,women,323235
83,85,men,264394
83,85,women,310000
83,86,men,250200
83,86,women,299723
83,87,men,230231
83,87,women,281520
83,88,men,214264
83,88,women,268718
83,89,men,199091
83,89,women,255534
83,90,men,179212
83,90,women,235146
83,91,men,163125
83,91,women,218893
83,92,men,144518
83,92,women,197999
83,93,men,123683
83,93,women,174614
83,94,men,103373
83,94,women,150176
83,95,men,85828
83,95,women,129017
83,96,men,67317
83,96,women,104659
83,97,men,52378
83,97,women,83238
83,98,men,39480
83,98,women,64683
83,99,men,78515
83,99,women,140980
84,30,men,425140
84,30,women,405206
84,31,men,430637
84,31,women,410548
84,32,men,435658
84,32,women,415322
84,33,men,439946
84,33,women,419416
84,34,men,444111
84,34,women,423326
84,35,men,448030
84,35,women,426976
84,36,men,451412
84,36,women,430210
84,37,men,454211
84,37,women,432990
84,38,men,456474
84,38,women,435328
84,39,men,458302
84,39,women,437337
84,40,men,459134
84,40,women,438529
84,41,men,459022
84,41,women,438924
84,42,men,458546
84,42,women,438904
84,43,men,457800
84,43,women,438586
84,44,men,456505
84,44,women,437755
84,45,men,454696
84,45,women,436378
84,46,men,452757
84,46,women,434840
84,47,men,450756
84,47,women,433254
84,48,men,448773
84,48,women,431684
84,49,men,447374
84,49,women,430659
84,50,men,446496
84,50,women,430106
84,51,men,445651
84,51,women,429576
84,52,men,444695
84,52,women,428929
84,53,men,443586
84,53,women,428164
84,54,men,442448
84,54,women,427383
84,55,men,441198
84,55,women,426534
84,56,men,439846
84,56,women,425640
84,57,men,438125
84,57,women,424420
84,58,men,435872
84,58,women,422726
84,59,men,433134
84,59,women,420596
84,60,men,428594
84,60,women,416732
84,61,men,405871
84,61,women,395209
84,62,men,416052
84,62,women,405764
84,63,men,407898
84,63,women,398911
84,64,men,414484
84,64,women,406568
84,65,men,415268
84,65,women,407731
84,66,men,414633
84,66,women,409009
84,67,men,417378
84,67,women,413026
84,68,men,421620
84,68,women,417923
84,69,men,413916
84,69,women,412256
84,70,men,410638
84,70,women,410924
84,71,men,413560
84,71,women,413948
84,72,men,415668
84,72,women,418732
84,73,men,410855
84,73,women,414320
84,74,men,400228
84,74,women,406248
84,75,men,391142
84,75,women,399173
84,76,men,386893
84,76,women,397244
84,77,men,369565
84,77,women,380968
84,78,men,356754
84,78,women,370272
84,79,men,349446
84,79,women,363889
84,80,men,340458
84,80,women,356944
84,81,men,325807
84,81,women,346210
84,82,men,309378
84,82,women,338564
84,83,men,293720
84,83,women,328226
84,84,men,280428
84,84,women,318490
84,85,men,268881
84,85,women,312240
84,86,men,251120
84,86,women,297894
84,87,men,236027
84,87,women,286320
84,88,men,215538
84,88,women,267118
84,89,men,198919
84,89,women,253063
84,90,men,183124
84,90,women,238628
84,91,men,162936
84,91,women,217276
84,92,men,146187
84,92,women,199622
